ROLE NOUN	TOTAL	2000	2001	2002	2003	2004	2005	2006	2007	2008
apprentice	57	1	2	2	0	4	6	3	0	3
apprentice	54	0	1	0	1	2	0	0	1	0
apprentice	20	0	0	0	0	0	0	0	0	1
apprentice	361	6	1	4	5	5	5	6	9	6
apprentice	1170	15	17	21	24	16	26	29	19	25
apprentice	6071	100	120	124	152	168	136	139	172	198
apprentice	53127	898	888	985	1204	1162	1134	1266	1342	1541
apprentice	3744	73	61	70	96	84	75	87	109	126
apprentice	21760	298	382	365	461	492	416	449	626	646
apprentice	554	7	13	5	15	7	24	15	15	12
apprentice	2924	56	41	37	49	74	62	46	62	59
apprentice	21579	531	559	602	652	785	668	559	676	694
apprentice	8878	145	134	168	213	210	181	166	253	241
apprentice	75487	1082	1058	1169	1485	1421	1217	1408	1639	2071
apprentice	18	0	0	0	0	0	0	0	1	3
apprentice	367	11	8	6	9	8	3	7	12	4
architect	411	11	3	9	9	10	6	4	5	10
architect	398	6	6	6	2	7	6	3	8	4
architect	267	2	5	7	16	3	5	3	2	5
architect	723	14	18	31	16	35	41	20	17	20
architect	54542	865	1492	692	842	792	1074	949	1105	866
architect	1487	19	14	11	37	21	40	26	16	38
architect	54	0	0	1	1	6	3	4	1	5
architect	66195	1555	1586	1483	1763	1657	1510	1671	1774	2299
architect	52700	1564	1348	1366	1676	1260	1748	1331	1204	1108
architect	7180	210	205	161	155	162	218	142	133	119
architect	71	0	0	2	4	1	3	4	7	1
architect	236217	9609	9872	9479	10053	11622	10873	10846	9500	7385
architect	4599	141	148	82	149	88	106	123	104	166
architect	803	11	10	8	8	10	17	4	15	13
architect	21	1	1	0	0	2	0	4	0	1
architect	19975	500	458	475	640	558	446	531	449	621
architect	234	2	13	5	11	4	10	5	4	4
architect	738	11	16	10	9	7	9	9	12	21
architect	16	0	0	0	4	0	0	0	0	0
architect	349	7	6	2	4	8	9	3	11	5
architect	606	4	8	9	10	7	11	10	9	49
architect	24792	283	439	291	397	299	337	307	335	335
architect	5039	143	142	124	136	150	148	162	150	130
architect	110502	3154	3169	3701	3912	3733	3675	3630	3564	3306
architect	9732	238	332	261	312	280	300	320	253	237
architect	14566	504	548	591	532	537	568	477	434	412
architect	1086	39	47	47	49	60	40	42	33	18
architect	21681	854	993	896	982	964	946	1046	867	642
architect	92151	3336	3477	3696	3705	3373	3966	3456	3035	3321
architect	9413	349	332	324	282	313	345	264	234	294
architect	39	2	0	0	0	0	1	5	2	4
architect	110840	3434	3291	3147	3407	3205	3286	3201	2974	2726
architect	110	1	0	1	2	3	3	2	2	6
archivist	29	0	1	0	1	2	0	0	0	0
archivist	26	1	0	1	1	1	0	1	2	0
archivist	11	0	0	1	2	0	0	0	0	0
archivist	42	2	3	4	1	3	1	1	3	0
archivist	2931	124	163	117	117	134	162	101	121	88
archivist	152	5	8	2	5	1	5	1	4	2
archivist	4234	144	151	134	198	204	175	179	157	122
archivist	841	25	21	45	18	36	40	21	54	22
archivist	249	10	9	5	9	5	5	6	15	5
archivist	5664	277	290	319	314	359	348	314	384	255
archivist	121	2	6	5	4	3	2	2	2	2
archivist	13	0	1	2	0	0	0	1	0	0
archivist	1275	46	31	43	52	34	54	37	59	32
archivist	11	0	0	0	1	0	2	0	0	1
archivist	60	1	1	2	2	2	1	3	1	3
archivist	11	0	1	0	0	0	1	0	0	0
archivist	172	2	3	9	5	12	8	14	4	7
archivist	194	13	12	5	16	6	3	5	6	6
archivist	12866	521	537	657	553	632	556	622	575	426
archivist	408	27	25	17	23	18	15	16	23	15
archivist	1102	92	23	41	49	34	56	35	40	37
archivist	70	4	1	0	2	1	6	2	0	1
archivist	430	25	22	29	23	38	25	34	22	19
archivist	10955	1010	389	419	367	449	448	473	362	375
archivist	745	52	28	28	23	30	32	31	20	18
archivist	6299	385	220	263	270	249	222	257	230	189
artist	13	1	0	0	3	1	0	1	3	0
artist	28	3	1	1	3	0	2	0	1	2
artist	23	1	1	0	4	1	0	0	1	1
artist	56	7	3	1	2	4	3	2	2	3
artist	15	1	0	0	1	0	0	7	0	0
artist	957	11	17	21	61	25	17	21	16	20
artist	255	4	4	2	6	9	4	3	11	13
artist	489	14	5	7	6	10	14	14	20	25
artist	1493	25	23	43	37	56	57	55	51	62
artist	17859	336	325	260	472	368	300	455	395	377
artist	2053	48	41	34	62	70	61	71	76	102
artist	110	1	3	1	0	5	8	0	5	9
artist	101571	2527	2604	2625	3285	3552	3311	3256	3424	3274
artist	130341	3363	3569	3739	4339	4477	4224	4123	4376	4099
artist	11620	854	330	380	788	456	440	514	440	389
artist	50	3	0	3	3	3	2	6	1	3
artist	435262	15660	16026	17435	19898	21664	20080	21191	20769	18021
artist	16853	905	444	518	806	658	521	604	475	576
artist	1253	50	30	34	41	52	36	38	25	54
artist	31	3	0	3	2	0	3	2	4	0
artist	59740	1658	1547	1495	1993	1870	1441	1574	1607	1637
artist	345	10	8	8	12	17	10	8	15	12
artist	144	1	2	9	4	3	6	2	2	5
artist	824	10	14	13	19	14	24	18	31	46
artist	49	2	0	2	1	2	0	5	3	3
artist	43	2	1	1	10	1	5	4	1	1
artist	13	0	1	0	0	0	0	0	0	3
artist	18	0	7	1	0	1	1	3	0	0
artist	92	0	0	1	0	2	0	0	1	1
artist	22	1	0	0	0	0	0	3	0	4
artist	11	0	0	0	0	0	2	0	0	0
artist	229	1	3	11	22	5	26	3	17	59
artist	556	6	7	13	9	20	8	8	31	16
artist	13	0	1	0	0	0	3	0	0	0
artist	13	0	0	1	1	0	0	1	0	0
artist	6466	141	119	143	157	172	154	172	170	235
artist	39072	900	953	924	1059	1189	1115	1229	1383	1501
artist	18	0	0	3	0	0	0	2	1	0
artist	42	1	2	1	0	0	2	0	6	1
artist	335221	9151	9680	10126	11600	12561	11445	11330	11728	10797
artist	37344	1232	1056	1154	1461	1350	1296	1277	1256	1237
artist	73424	2986	2509	2501	3750	3324	3114	2990	2701	2718
artist	4289	158	169	210	200	236	210	219	167	156
artist	40412	1530	1534	1693	1786	1880	1731	1697	1612	1283
artist	285280	9468	10085	10419	12166	13005	12279	12566	11102	11474
artist	28127	869	940	934	1084	1192	1067	1020	909	958
artist	32	0	1	0	2	3	1	4	1	0
artist	325956	8838	8730	8796	10799	11353	10017	10447	10267	11036
artist	12	0	0	0	1	0	0	0	0	1
artist	620	12	6	16	6	33	20	15	14	24
assistant	28	3	0	1	1	6	1	0	0	0
assistant	314	7	6	3	5	2	1	8	6	10
assistant	597	9	6	9	7	6	6	2	11	4
assistant	142	0	0	0	7	1	4	5	2	7
assistant	63254	1687	1962	1924	2421	3031	2654	2524	2314	2167
assistant	7755	262	62	56	67	68	66	71	90	310
assistant	2878	26	39	33	32	39	65	45	74	87
assistant	21	0	0	0	0	0	0	1	1	0
assistant	42629	864	948	1068	1241	1183	1070	1068	1161	1637
assistant	15400	305	288	424	384	1394	697	645	717	2645
assistant	9473	188	205	289	356	391	449	324	316	311
assistant	36	0	1	0	0	1	4	2	4	0
assistant	325780	8104	9126	9989	11520	12394	12520	12348	11872	11436
assistant	7570	162	167	158	186	187	193	168	179	227
assistant	369	11	5	11	6	14	11	8	10	12
assistant	22168	298	355	327	383	469	424	448	556	840
assistant	82	1	1	7	3	6	2	0	1	1
assistant	557	10	3	3	10	4	11	8	9	10
assistant	1274	12	0	0	4	9	34	20	9	39
assistant	165	5	4	0	10	1	4	1	2	5
assistant	92	0	0	0	0	0	0	0	0	0
canteen assistant	10	0	0	0	1	0	0	0	0	0
sale assistant	10	0	0	0	0	0	0	0	0	0
sale assistant	26	0	1	1	2	1	0	1	1	3
sale assistant	117	7	4	17	3	6	9	6	10	6
sale assistant	29	0	2	1	5	1	4	2	1	1
sale assistant	17	2	1	3	0	2	0	1	0	1
sale assistant	43	5	0	11	1	6	5	7	3	0
sale assistant	72	2	4	5	0	5	8	4	2	2
assistant	537	7	4	6	10	1	5	4	4	23
assistant	10	0	0	0	1	0	0	0	0	0
assistant	2884	15	36	58	39	38	35	28	53	62
assistant	2750	55	48	72	46	33	57	72	74	76
assistant	91967	1488	1531	1659	1807	2041	1820	1891	2099	2759
assistant	8193	149	171	134	831	224	161	189	454	235
assistant	31324	848	838	995	1189	1258	1315	1122	1092	1217
assistant	363	8	25	12	21	16	27	11	10	22
assistant	6645	152	197	250	233	238	206	187	233	226
assistant	16647	446	500	620	660	700	593	539	495	572
assistant	4414	83	81	98	119	117	109	138	108	121
assistant	79555	1090	1178	1368	1362	1612	1523	1664	1781	2446
assistant	11	0	0	0	2	1	0	0	0	0
assistant	325	1	1	8	7	3	2	5	6	6
canteen assistant	65	0	0	1	1	2	2	1	0	0
canteen assistant	11	0	0	0	0	0	0	0	0	0
sale assistant	21	0	0	1	1	2	1	1	1	1
sale assistant	42	7	0	1	1	4	0	2	1	0
sale assistant	416	12	16	28	17	25	25	15	22	27
sale assistant	32	2	0	2	3	0	0	1	3	0
sale assistant	83	1	3	3	8	5	8	17	6	2
sale assistant	274	8	9	12	21	15	27	35	10	16
sale assistant	66	2	0	2	2	3	2	0	3	3
sale assistant	381	16	19	27	16	18	25	38	15	20
astrologist	18	0	2	0	1	1	0	1	1	0
astrologist	247	6	10	5	12	15	4	12	11	12
astrologist	28	1	0	0	1	0	0	1	2	1
astrologist	175	6	5	5	3	11	5	7	9	6
astrologist	14	0	1	0	0	2	2	0	2	0
astrologist	27	2	1	2	2	3	0	0	1	1
astrologist	40	1	0	1	0	0	0	0	6	3
astrologist	627	8	13	15	22	22	19	28	33	22
astrologist	32	0	0	1	0	1	2	2	2	3
astrologist	47	1	2	2	4	0	1	0	1	1
astrologist	18	1	0	2	0	0	0	0	0	1
astrologist	454	12	18	12	14	26	26	12	15	18
astrologist	15	0	2	1	0	0	1	1	0	1
astrologist	248	5	8	6	8	15	5	13	9	5
astronaut	57	0	2	1	2	3	8	3	2	1
astronaut	118	3	7	3	5	7	5	9	9	2
astronaut	574	15	25	21	24	22	17	16	18	9
astronaut	25	0	0	0	1	1	1	3	3	1
astronaut	13	0	1	1	0	0	3	3	0	0
astronaut	1700	59	91	64	88	77	84	88	73	47
astronaut	1159	39	38	54	50	46	56	69	51	48
astronaut	352	13	17	21	15	12	23	31	16	6
astronaut	22520	1041	967	938	1521	1783	1298	1718	1418	791
astronaut	700	21	19	12	16	22	103	192	20	17
astronaut	31	0	0	2	0	0	4	9	0	1
astronaut	920	46	40	32	50	51	60	47	38	32
astronaut	10	0	0	1	0	0	3	2	0	0
astronaut	16	0	1	0	0	0	0	0	0	0
astronaut	40	0	3	5	5	2	4	3	0	1
astronaut	182	10	7	6	5	6	9	8	5	10
astronaut	1517	59	45	70	111	89	83	160	75	59
astronaut	5921	240	218	279	275	289	316	254	294	215
astronaut	1114	30	38	53	78	58	80	66	63	40
astronaut	5442	253	244	274	299	315	255	361	321	295
astronaut	188	13	6	16	15	11	11	12	8	6
astronaut	3705	154	162	152	167	225	173	183	222	81
astronaut	18790	913	760	964	1086	1245	1060	1162	1215	837
astronaut	1710	85	74	76	126	117	84	80	66	59
astronaut	14560	587	490	618	780	691	665	713	733	545
astronaut	54	1	1	3	2	2	3	2	6	2
astronomer	37	0	0	0	1	2	1	0	1	2
astronomer	27	0	0	0	0	0	0	1	2	0
astronomer	46	3	0	1	1	0	0	0	0	1
astronomer	220	7	6	3	2	3	12	2	3	6
astronomer	5472	42	68	129	73	66	72	101	89	97
astronomer	191	2	0	0	2	3	4	2	4	1
astronomer	13	0	1	0	1	0	1	2	0	1
astronomer	24582	560	623	489	641	565	529	632	707	729
astronomer	6555	201	106	150	207	152	140	133	134	238
astronomer	927	21	16	13	9	22	17	21	14	26
astronomer	63535	2498	2268	2039	2559	2281	2008	2745	2495	2090
astronomer	562	4	50	5	8	10	15	13	18	22
astronomer	65	1	1	0	2	0	0	0	0	4
astronomer	1681	24	28	44	46	43	25	44	47	50
astronomer	42	0	1	0	0	3	0	1	1	4
astronomer	76	2	2	1	1	3	0	1	0	6
astronomer	12	0	0	0	2	0	0	0	0	0
astronomer	41	1	0	1	1	0	1	1	11	2
astronomer	723	12	9	18	29	23	21	24	11	32
astronomer	1814	44	32	42	47	46	51	51	53	83
astronomer	22758	584	501	570	689	672	585	642	752	777
astronomer	2203	45	72	48	79	100	69	52	81	89
astronomer	7482	242	219	232	279	241	217	222	249	300
astronomer	1188	50	52	72	55	47	48	50	34	48
astronomer	2628	77	77	63	120	109	87	106	106	111
astronomer	113696	4176	4131	4488	5402	3993	4299	4522	4812	5073
astronomer	4386	92	85	142	166	99	116	101	137	189
astronomer	50142	1039	1050	1180	1494	1197	980	1292	1524	1936
astronomer	48	0	1	0	1	4	5	0	2	2
athlete	241	5	7	43	1	8	4	4	4	2
athlete	36	0	0	0	1	2	0	1	3	5
athlete	83	3	3	1	1	0	3	1	3	3
athlete	267	11	15	12	4	31	12	9	5	25
athlete	1233	23	34	14	44	49	47	24	46	55
athlete	138	7	6	8	8	11	14	11	8	2
athlete	17	0	0	0	3	3	2	0	0	0
athlete	13646	487	480	587	579	702	713	588	742	603
athlete	5222	200	144	236	266	308	219	199	237	465
athlete	1605	43	51	126	91	167	66	75	71	102
athlete	17	3	0	3	0	4	0	0	0	0
athlete	24826	1172	1167	1330	1668	2005	1599	1519	1902	1598
athlete	3263	162	191	426	189	355	162	112	211	227
athlete	285	9	22	38	9	29	24	4	21	8
athlete	5345	201	218	269	225	335	260	229	265	239
athlete	20	0	0	0	1	0	2	0	2	2
athlete	10	0	0	0	2	0	0	1	0	1
athlete	18	0	0	0	0	0	0	0	0	0
professional athlete	43	3	1	0	3	1	1	0	3	2
professional athlete	428	13	11	19	25	18	31	13	24	22
professional athlete	56	1	3	4	8	5	2	1	3	2
professional athlete	56	1	1	1	1	5	6	6	4	6
professional athlete	27	1	0	1	2	4	3	2	3	0
professional athlete	125	2	5	6	4	12	9	7	5	5
athlete	186	2	5	7	3	5	7	3	5	4
athlete	10	1	0	0	0	1	5	0	1	0
athlete	1069	35	80	53	50	48	45	31	49	35
athlete	6201	214	252	233	288	330	343	328	402	266
athlete	10	2	0	0	0	2	2	0	2	0
athlete	41322	1550	1706	1933	2285	2547	2458	2123	2468	1859
athlete	6368	266	299	269	348	383	356	381	411	348
athlete	25815	1389	1282	1321	1698	2027	1821	1461	1880	1594
athlete	1488	79	80	67	104	144	129	86	151	111
athlete	7646	330	330	344	417	570	489	457	534	391
athlete	96262	5363	4925	5145	6816	7977	7552	6317	7074	6479
athlete	12242	683	594	664	773	875	900	753	858	619
athlete	133502	6435	6033	6783	7069	8814	8305	7367	8033	6229
athlete	64	1	5	0	9	1	9	5	5	3
professional athlete	12	1	0	0	0	0	0	3	0	1
professional athlete	162	6	9	9	7	8	15	5	12	5
professional athlete	1070	41	44	94	63	66	47	50	75	57
professional athlete	2909	92	94	139	202	205	210	161	197	175
professional athlete	135	4	6	9	7	10	15	8	6	5
professional athlete	1098	34	44	47	53	106	62	80	66	58
professional athlete	39	0	1	4	3	1	0	4	4	0
professional athlete	12	0	2	0	1	2	1	0	0	1
professional athlete	3547	170	135	179	236	235	249	254	297	164
professional athlete	684	49	28	26	54	58	48	45	55	28
professional athlete	5933	236	243	281	395	395	407	376	348	291
professional athlete	13	0	0	0	0	0	3	0	0	0
professional athlete	35	0	1	3	1	8	2	5	3	2
professional athlete	15	1	0	0	1	2	0	1	3	0
birth attendant	133	12	5	2	4	6	10	4	4	4
birth attendant	21	0	5	1	1	0	0	1	0	0
birth attendant	10	2	0	0	0	0	0	0	0	1
birth attendant	177	7	2	8	2	6	11	10	7	4
flight attendant	11	0	0	0	0	3	1	2	0	1
flight attendant	19	0	0	0	3	2	1	3	0	1
flight attendant	127	4	7	19	2	31	4	3	15	10
flight attendant	24	0	4	6	1	0	1	2	1	1
flight attendant	466	15	21	21	49	47	18	42	34	23
flight attendant	81	2	9	8	3	3	6	1	5	8
flight attendant	86	1	5	5	8	11	7	10	6	8
flight attendant	173	6	6	9	13	25	15	18	17	10
flight attendant	15	0	2	1	0	2	4	0	1	0
flight attendant	403	22	23	24	42	28	15	12	22	19
birth attendant	113	1	3	4	7	4	1	2	8	2
birth attendant	12	4	0	0	0	0	3	1	3	0
birth attendant	39	0	0	1	0	1	1	0	2	1
birth attendant	515	22	14	29	27	38	29	31	18	22
birth attendant	22	0	0	0	0	0	1	2	0	2
birth attendant	92	2	2	8	8	2	2	2	5	2
birth attendant	195	14	5	5	8	7	8	10	9	4
birth attendant	27	2	0	0	1	1	6	1	1	2
birth attendant	616	20	17	21	20	26	24	21	41	14
flight attendant	52	0	5	1	8	0	1	2	7	3
flight attendant	10	0	0	0	0	0	0	0	2	2
flight attendant	14	0	0	0	2	0	0	0	1	0
flight attendant	23	0	2	1	3	2	2	2	7	0
flight attendant	36	1	0	1	2	0	0	1	15	0
flight attendant	114	10	6	5	2	6	9	6	9	3
flight attendant	181	7	4	11	10	9	15	13	33	10
flight attendant	2539	111	143	150	159	231	155	133	160	137
flight attendant	224	10	7	10	11	19	8	14	34	12
flight attendant	837	36	56	44	73	95	59	55	113	32
flight attendant	38	1	0	3	3	1	1	1	11	1
flight attendant	4483	176	244	284	318	378	293	296	1054	176
flight attendant	690	23	64	48	46	47	57	42	92	12
flight attendant	3693	148	259	218	212	314	208	209	498	137
flight attendant	24	0	0	0	1	4	9	3	2	0
auctioneer	20	0	0	0	0	1	0	0	0	0
auctioneer	11	0	0	0	0	0	0	0	1	0
auctioneer	24	0	0	0	0	0	0	0	1	1
auctioneer	67	2	2	1	2	0	1	2	0	2
auctioneer	1558	12	10	10	18	22	22	30	14	47
auctioneer	335	2	1	8	7	11	6	22	7	30
auctioneer	4110	62	51	45	96	111	76	101	90	207
auctioneer	1957	40	27	29	59	60	41	84	62	74
auctioneer	512	7	16	4	16	4	6	14	6	18
auctioneer	3680	101	110	107	116	167	156	169	187	184
auctioneer	1046	14	11	11	13	26	32	16	32	119
auctioneer	57	3	0	0	0	1	0	0	2	5
auctioneer	3666	26	21	30	45	65	55	72	87	163
auctioneer	19	0	0	2	0	0	0	0	2	0
auctioneer	18	0	0	1	0	0	0	0	0	0
auctioneer	176	1	1	0	2	1	2	1	0	4
auctioneer	827	6	5	7	12	5	5	9	21	21
auctioneer	258	2	5	5	2	10	7	5	5	13
auctioneer	6307	102	92	119	144	168	127	163	162	200
auctioneer	461	7	4	5	3	3	5	11	7	7
auctioneer	569	13	6	8	10	14	9	9	14	23
auctioneer	15	0	0	0	0	0	3	0	0	0
auctioneer	732	15	11	19	16	31	19	22	23	40
auctioneer	3064	60	82	137	70	143	129	96	85	131
auctioneer	573	2	5	10	17	12	15	7	13	11
auctioneer	4416	53	61	84	73	79	80	58	88	170
author	11	0	0	0	0	1	0	0	0	2
author	19	0	1	4	0	1	1	1	0	0
author	25	2	2	1	1	6	3	0	1	0
author	46	0	2	0	2	6	3	0	6	2
author	11	0	2	3	2	1	0	0	0	0
author	53	0	3	6	2	2	5	6	13	1
author	25	0	0	2	0	0	0	0	0	5
author	12	0	1	0	1	2	3	0	0	1
author	41	2	0	9	3	4	1	2	6	2
author	2350	46	54	59	38	62	41	55	40	111
author	510	2	3	3	9	9	3	8	4	11
author	915	14	29	36	29	28	27	23	30	23
author	6043	134	190	136	306	215	200	143	202	235
author	65306	802	1053	1049	1497	1318	1809	2012	1345	1215
author	6233	97	87	149	164	144	154	167	166	179
author	181	1	5	9	7	6	6	12	6	18
author	271872	6973	7405	8781	10915	10430	10114	10406	9960	9152
author	202796	5589	5498	5753	7565	6834	5677	6438	6357	5809
author	29125	648	724	1092	1372	1373	1591	1288	1628	1365
author	370	9	17	9	10	11	14	9	30	16
author	549241	17469	18419	22219	24809	25118	25719	26159	26740	22478
author	76844	1322	1607	1837	2400	2142	2196	2471	2756	2901
author	2955	40	38	64	69	82	78	69	102	91
author	23	0	1	2	0	0	1	0	3	2
author	42	0	0	3	0	1	2	3	0	1
author	85	5	0	3	9	2	5	5	1	2
author	593676	23824	26356	29787	33837	31361	30594	31901	30220	23105
author	31	0	4	4	1	2	0	1	0	0
author	607	9	17	20	16	19	27	32	38	28
author	386	3	9	15	7	13	10	8	13	14
author	336	2	12	5	3	12	3	4	7	3
author	56	1	0	25	0	2	0	0	1	0
author	13	1	0	0	4	2	0	0	0	0
author	11	1	0	0	3	1	0	0	0	1
author	70	4	2	6	2	1	6	12	4	2
author	12	2	0	0	0	0	0	0	0	3
author	13	2	0	2	0	0	2	0	3	0
author	40	1	4	0	0	3	7	0	2	1
author	1634	51	38	32	61	72	38	59	60	54
author	34	0	0	3	0	0	4	2	1	2
author	3557	75	84	115	114	96	119	90	97	141
author	7962	151	167	186	212	234	232	242	272	367
author	11	0	0	0	1	0	0	1	0	0
author	38	0	0	2	6	0	2	0	0	0
author	151170	3639	3706	4306	4879	5389	4918	9277	5217	5740
author	44450	1234	1272	1425	2072	1704	1686	1908	1915	1737
author	44871	1294	1342	1508	1926	1767	1896	2074	1680	1642
author	3881	143	186	204	234	204	188	223	182	174
author	61629	2090	2230	2747	3280	2994	3126	2829	3113	2454
author	256398	8433	8455	9512	11392	11314	11062	12024	10428	10626
author	31889	859	819	780	986	977	806	1024	847	826
author	10	0	0	1	2	0	0	0	1	2
author	361182	8618	8274	8845	10839	10876	10256	10921	10739	12160
author	29	0	0	0	0	1	0	1	0	1
author	146	6	4	2	8	4	3	2	2	7
babysitter	39	0	0	1	1	4	0	1	0	0
babysitter	38	5	1	0	2	0	3	2	2	4
babysitter	157	5	2	4	8	3	9	6	9	8
babysitter	42	2	2	0	4	2	4	6	4	4
babysitter	2281	84	78	111	113	104	147	135	159	126
babysitter	1200	55	44	48	55	63	79	68	79	54
babysitter	274	8	5	15	13	21	37	33	30	27
babysitter	2178	72	83	90	105	150	167	166	173	120
babysitter	229	11	13	12	11	9	7	37	10	11
babysitter	20	0	0	0	0	0	1	10	0	0
babysitter	868	28	24	39	32	41	52	69	72	34
babysitter	10	0	0	0	2	0	0	2	1	0
babysitter	10	0	0	0	1	0	1	7	0	0
babysitter	29	0	0	0	3	6	0	1	1	1
babysitter	186	8	7	4	10	5	8	6	9	12
babysitter	312	8	12	11	12	19	23	19	45	26
babysitter	4163	121	173	180	196	238	258	236	246	201
babysitter	315	7	14	17	16	22	16	19	13	19
babysitter	2137	50	61	87	78	127	144	122	147	131
babysitter	35	0	0	1	3	0	3	6	4	2
babysitter	365	5	20	12	14	16	26	52	22	38
babysitter	1371	56	35	44	45	75	84	100	112	72
babysitter	336	15	16	22	6	18	20	9	12	10
babysitter	4046	132	127	135	150	210	247	174	230	168
baker	435	2	2	2	3	4	5	3	8	10
baker	24	0	1	0	0	3	0	0	2	10
baker	99	0	1	0	0	0	1	2	4	1
baker	260	2	1	3	4	3	4	3	4	9
baker	4274	51	27	30	37	40	44	91	57	120
baker	167	2	2	5	2	6	3	6	8	7
baker	30	0	0	0	0	0	2	0	1	0
baker	13968	232	263	260	313	339	319	368	478	760
baker	20069	263	298	285	375	439	373	449	639	1084
baker	1245	17	20	8	12	23	15	31	39	83
baker	15968	403	304	272	341	438	408	486	472	478
baker	1499	52	34	49	49	35	33	20	21	41
baker	308	2	2	0	0	7	2	9	3	4
baker	1934	39	35	23	72	37	37	44	59	69
baker	495	2	7	8	7	5	3	3	7	1
baker	37	0	2	0	2	2	0	3	4	5
baker	22	5	0	0	0	0	0	0	0	0
baker	472	2	0	3	2	1	4	5	24	13
baker	1534	22	14	19	18	33	15	35	35	44
baker	1615	25	23	33	40	34	41	54	55	87
baker	34432	627	636	635	815	824	758	895	944	1274
baker	2644	28	45	66	88	113	43	70	70	81
baker	1927	60	51	37	50	54	47	72	57	53
baker	88	0	0	1	5	4	1	14	5	1
baker	4909	123	136	180	191	249	175	199	166	147
baker	11561	242	258	288	368	360	274	483	470	445
baker	1570	22	24	25	30	30	39	42	37	71
baker	14579	340	288	266	258	241	266	396	357	475
ballet dancer	16	0	0	0	0	0	5	0	0	0
banker	485	8	7	3	9	9	3	10	4	14
banker	387	7	10	6	4	10	3	12	12	15
banker	87	0	2	3	1	2	5	3	1	3
banker	673	15	18	7	14	20	14	7	16	35
banker	12670	58	110	73	137	135	108	158	142	321
banker	1428	17	27	17	28	30	39	38	45	64
banker	34	2	0	1	1	1	0	4	1	3
banker	38504	581	577	643	724	888	711	795	899	1208
banker	24928	294	391	346	404	553	432	508	743	1841
banker	2172	55	54	45	53	63	74	94	62	69
banker	23	0	1	0	0	1	1	0	0	1
banker	53742	1462	1630	1515	1666	2066	1838	1899	1924	1686
banker	3486	82	47	44	54	100	123	80	114	229
banker	193	1	1	2	3	2	4	3	6	10
banker	7919	116	94	132	144	183	165	185	183	244
banker	111	2	3	2	2	2	1	11	5	3
banker	39	0	0	1	0	1	1	1	4	1
banker	159	0	1	2	1	6	3	1	0	6
banker	17	0	0	0	0	0	0	0	0	4
banker	385	1	9	8	2	2	5	7	3	4
banker	6973	60	74	55	92	105	98	113	138	242
banker	7085	101	102	125	135	138	135	165	180	271
banker	125653	2264	2403	2764	2950	3110	2805	3106	3353	3543
banker	6788	118	105	118	149	138	128	147	159	192
banker	9064	187	211	198	214	275	271	255	254	251
banker	612	20	29	12	21	18	26	27	19	10
banker	19400	455	403	572	704	471	467	496	491	413
banker	73324	1476	1855	1722	2000	1830	1752	1942	1939	1868
banker	5572	105	115	111	133	124	97	127	119	153
banker	77944	1122	1282	1323	1370	1443	1334	1614	1735	2072
banker	156	0	3	0	4	1	1	0	1	1
barber	126	0	0	0	0	2	1	3	0	4
barber	22	0	0	0	2	0	1	1	0	0
barber	50	1	0	0	0	1	2	2	2	6
barber	169	2	4	0	9	5	4	3	10	2
barber	2815	38	25	20	27	58	37	68	59	100
barber	273	9	11	5	4	9	5	6	4	17
barber	13	2	0	0	0	0	0	1	0	0
barber	11771	198	207	235	270	318	257	265	288	408
barber	39780	712	687	778	860	1055	842	969	1192	1958
barber	1217	17	22	31	30	34	22	44	49	106
barber	106429	2653	2461	2906	2816	3213	3227	3037	3272	3463
barber	1054	17	12	31	30	36	30	24	30	60
barber	103	1	3	0	0	0	0	2	0	7
barber	2979	35	48	59	44	69	74	67	74	147
barber	233	4	3	2	1	3	4	7	7	8
barber	25	0	0	0	0	1	0	3	0	0
barber	18	0	0	0	0	0	0	0	0	0
barber	328	1	3	1	3	3	0	1	14	3
barber	1113	20	9	16	17	28	19	13	16	19
barber	1311	29	44	28	28	31	30	42	41	30
barber	24430	400	420	433	539	520	636	553	629	633
barber	2172	40	38	59	59	56	42	47	48	32
barber	1569	41	38	55	50	41	27	56	48	65
barber	49	2	2	2	2	0	1	1	0	0
barber	2254	52	81	87	81	86	79	74	78	83
barber	8187	165	251	251	180	229	247	305	225	292
barber	1149	36	38	17	20	22	33	31	31	25
barber	10848	216	227	224	233	248	236	296	283	365
barber	25	3	2	1	2	1	2	0	1	0
bartender	120	3	4	3	0	3	1	1	3	1
bartender	39	2	1	3	1	0	1	1	0	3
bartender	111	3	5	8	5	9	12	8	13	1
bartender	135	4	4	4	9	2	7	11	6	6
bartender	609	16	18	24	34	24	27	25	22	23
bartender	446	9	13	18	13	10	24	23	21	28
bartender	130	7	9	8	8	10	9	14	6	5
bartender	4219	152	158	181	251	219	238	244	205	186
bartender	3087	118	95	160	189	175	254	168	150	117
bartender	1005	39	43	51	57	65	51	83	83	49
bartender	5673	232	236	332	349	379	452	449	391	330
bartender	1808	55	109	128	103	96	162	124	133	71
bartender	42	0	1	2	1	3	3	0	0	2
bartender	2215	82	94	83	102	101	119	92	91	97
bartender	106	6	9	10	5	7	6	5	9	7
bartender	29	1	4	0	2	0	4	4	0	0
bartender	10	1	3	0	0	0	0	0	2	1
bartender	67	1	0	1	1	1	3	2	7	0
bartender	285	11	7	5	23	16	9	14	13	6
bartender	295	10	7	8	16	6	17	22	13	17
